,time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l
10,0.1666667,-9.4709755283391,-10.808965640863818,3.6692903031361905,-0.05060096424564221,-0.029177448573127186,-0.002106226272374433,1.420466573820342,-24.968816001362704,3.7228983158106184,-5.495273652247445,-13.034901433155698,-28.615248028541785,0.0,11.090180859852858,2.345032011505107,-19.224371947101638,45.9315321330123,3.7443663410973054,-4.710619223211633,0.0,4.522859164656085,-2.135506317534431,-0.8839275624606266,-1.0014814044500318,-4.5791381560513615,-4.115760329270662,-4.376437041439315,28.117823490391174,11.066076360726516,7.13672567778506,1.7608860496330756,7.223670708555606e-35,15.807908573611378
11,0.1833333,-10.051585838456633,-7.019323806321832,5.673402739917283,-0.027953773352265995,0.0007115816555137355,0.01267635442323485,0.9959263312288715,-14.957727671515842,6.920685005042476,-3.931462312591351,-12.4110749236237,-26.319176338811598,0.0,6.380579573088402,-13.124444528268628,-58.81628186585563,55.823012536764246,-11.741425354342578,-8.441875709233127,0.0,4.431039263470894,0.4207484740747085,-4.597827811501661,-1.2586037594861765,-3.636811156711329,-5.844215154182523,-8.468155848386761,21.162784418677806,8.739750264502176,5.106240642509712,-7.20388546100992,-7.957336379805365e-35,5.634794982082103
12,0.2,-9.59290110273946,-7.383486315828696,8.035868865029135,-0.015108836212714732,0.01093395377001686,0.011195557672521918,5.133861402481519,-7.613831730206874,7.546210016474481,0.5995203323234376,-10.238053915183864,-24.827634608256947,0.0,10.20035335396846,-17.42876059428527,-68.96038359777842,51.916608232947866,-9.630905683407867,-0.04812198187923111,0.0,8.851874610345616,1.973386990142614,-6.551407692537025,-1.1005846315178918,-2.3928236231123,-13.453927142329539,-13.648924562529121,18.30111536610064,4.808246638774063,3.477484959375679,-3.6989067031080567,-3.229158320745795e-34,2.5269477412089425
13,0.2166667,-7.170651107570443,-10.898395926602888,11.440247406620417,-0.01199341300706241,0.009260113923723442,-0.006446007948307782,9.118035870070266,-6.361063384371126,-6.045902284166363,9.274154083751098,1.6219825856344532,-10.374999961934709,0.0,19.531074163262005,-12.541342389857448,-49.80404514812577,37.09375984706607,8.657477210869937,23.705659931284053,0.0,17.977266466542382,3.225366570266856,-8.56227532573603,-1.8861456757982666,-0.4740644952603072,-25.718331715764272,-19.206285036795446,26.61484756123298,-0.6860295616484915,2.0122591429863226,3.827429628159262,-3.6841800209231067e-34,6.986922508629412
14,0.2333333,-1.9193377717926543,-14.883104434825501,14.74213913752327,-0.01473158139844095,0.00656885868135611,-0.023869180663263007,8.438047575456055,-8.912239393284626,-34.63871492485125,18.551949172195204,23.73487306545525,22.001993354463604,0.0,29.078448175321764,-6.216628512114514,-16.183151286892727,19.00955873518796,31.67126041161212,55.28485981117627,0.0,27.944889452945336,5.515777301294718,-10.884352945090349,-3.503019426491906,1.707993758892684,-39.71169696851365,-22.495586522903107,41.879723901805676,-6.293391629617095,0.6981901410358273,9.141677070524139,1.6635506990595847e-34,14.272605792741507
15,0.25,5.739496745061471,-17.163550656638797,15.580078235501297,-0.020644396016694638,0.007331555197901058,-0.027198212760880164,2.5062549112728476,-10.641833097952798,-64.84679963405156,22.73757242644992,45.73137203432955,61.17484834301298,0.0,34.67213175008004,-4.975119807916424,13.677759989105466,6.340313528879051,45.85131833835879,78.72029092928268,0.0,33.13436163755338,9.303955557337765,-12.215637462976101,-4.547997567777669,3.1120820612582953,-49.787335431294316,-20.970929245311446,54.06329106450808,-9.544969967402285,-0.15742674252964953,10.581228260340023,1.2245462362648346e-33,19.34284643182438
16,0.2666667,13.194941693624244,-16.75683498870814,12.249270145555077,-0.02903283159514411,0.0074668986018087986,-0.017656323517856853,-4.6692646014047545,-9.12155585848797,-77.02495078377672,18.517703446537737,52.51551649615374,85.81003803793269,0.0,34.316967964112784,-9.798784886208264,27.288430943360975,4.114981341223059,43.479532867917555,79.8074641000433,0.0,29.652304985375643,13.168369773728713,-10.95702693591264,-3.4258526423600815,2.8247302254965385,-50.81412957927059,-14.596216564555865,55.38388110740517,-8.618920548829813,-0.15970471733394836,9.2248139200074,1.7393055668273502e-33,19.73050271807588
17,0.2833333,16.602503199466685,-13.658068379943703,5.158822971027063,-0.03849977907057933,5.4583356632220475e-05,-0.008906242316951841,-7.199545738951689,-5.5341011077810816,-58.7083470394131,7.600867778453427,35.755570514357444,78.57490082076438,0.0,27.739968432364847,-16.64520567155705,21.23531465047475,10.992939008623745,26.679851181811813,56.31679660430679,0.0,18.186937571033923,14.306958537369635,-6.670022299400136,0.23585397300646305,0.877716370313283,-42.738890339128574,-6.358265180726912,45.78188661279399,-4.049058191595778,0.7144411011574184,6.7424686517377195,-2.7286799693139665e-35,16.184540688424704
18,0.3,13.35691228116273,-8.503382278857393,-3.210357697998324,-0.045053467380840165,-0.016412857389816984,-0.014507669140945423,-1.5929159399935335,-2.2428666544109763,-13.569758830573225,-4.687874762497634,1.1097683534063902,38.251564755480686,0.0,15.89627765939466,-19.7765549633189,1.436997096674654,19.6188443808045,4.876928720193353,18.86565510532519,0.0,4.15306668222842,10.413610019476991,-0.5934827360543784,4.858799926367981,-1.5852243527329775,-31.066796142579104,-0.21188340763125368,32.01906778962278,1.2087621289411972,1.8698137949043043,4.306078377744074,-4.444062835782537e-33,11.40231976763581
19,0.3166667,4.186567910691982,-2.506946463902125,-9.664154763509982,-0.043132677754344276,-0.03427090886851149,-0.03489408001172607,10.392861946745683,0.17702337715363287,39.94565458773047,-13.306872620232983,-34.70141649454627,-18.12087187677301,0.0,1.2185363255089783,-15.242674467064575,-18.97437538909029,20.481932309815036,-12.41326382278261,-17.792349531365925,0.0,-5.383342917751579,1.665214352650588,5.015749235516101,7.702280569949038,-3.0189386137618297,-22.388180935055587,1.7528406981646312,21.707498631300766,3.7023832832481944,2.376788433972183,2.321401536944452,-7.769103575911477e-33,7.84195168459141
20,0.3333333,-6.926201191951536,2.5882227719382858,-11.902139465225982,-0.02759708684808148,-0.040495364546630185,-0.05258440805083968,22.52950116201506,3.128546156153062,78.47865099178289,-16.298111666582844,-54.349631226748485,-64.2525343163571,0.0,-12.180863897181842,-3.188401398223346,-26.586363439905394,8.093219832600234,-21.840188767255768,-44.123025874691294,0.0,-6.287473380678967,-8.827737583495178,8.129633716121564,6.903880753322159,-2.471263340480216,-19.57277471642024,0.468564717569354,17.9578919763984,1.987485611677226,1.5206339952282177,0.6441894322456363,-2.47053503486995e-33,6.2615775143197006
21,0.35,-15.199150603560522,5.075469998378808,-9.342436911060052,0.004025542909871275,-0.025853465803439935,-0.043129251095102496,28.145900354812717,7.534930109378988,85.75598076071674,-14.527339114422016,-50.053494410207826,-79.43572972051348,0.0,-19.779422467315555,11.89054406537597,-17.075116023587306,-14.47532772421896,-26.73595512386656,-58.073428930060324,0.0,-0.28449454490214365,-16.835328595733184,8.01504723470682,3.146653771363244,-0.015850783487102504,-20.913538336931712,-1.3464517246170258,18.830265135034534,-2.301748512893458,-0.88236563584986,-0.9370037323182592,1.5278375913187992e-32,5.9014333515972295
22,0.3666667,-17.99995488845268,4.273417464753391,-3.1003542746581565,0.04735815249781268,0.006496842599029978,0.002273193015150667,24.557330519430206,11.776223231625305,60.55469800353754,-9.656097589787459,-27.072907760736094,-60.29671939881987,0.0,-19.226242649591462,23.56063986094737,1.7071048828701247,-36.827495970869755,-31.984028744998096,-61.12588269456775,0.0,6.216234633974894,-19.78010471667679,5.58297940448732,-0.6564880261047679,3.527634303650054,-22.802237301347375,-1.4148014953334633,20.528546879332033,-5.731611148930583,-4.452859098650292,-2.3191660737927045,3.3190780595304073e-32,5.658530003487893
23,0.3833333,-15.776275863993703,1.0790501918330206,4.268010811855751,0.08814896300641355,0.04026686297258452,0.06382822112078951,14.69051689248405,12.585321044818334,16.878795798159146,-2.8678194465428595,0.6207218204386891,-21.882388384183734,0.0,-12.003376390371775,27.341509261690447,17.26636037813608,-48.037266235590074,-38.34883960989225,-54.602126897007494,0.0,6.767462643226361,-17.946131255716555,2.8732079151163292,-1.48701352500352,7.01472474736548,-22.6472366541057,0.7639593311325603,20.52413012019064,-5.660113892414191,-8.22892828323015,-3.1250331246080534,1.9924441681031628e-32,4.98407298638989
